5,1.0095710476
10,0.9656786338
30,0.891988367
50,0.8540726225
100,0.7948223732
200,0.7185091127
300,0.6597051386
400,0.6080698313
500,0.5603625527
600,0.5151398363
700,0.4716316931
800,0.4293785082
900,0.3880838206
