0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
0.35472,18.655,0.32348,3.9e-16
