1,0.8906
2,0.8315
3,0.7916
4,0.7606
5,0.738
6,0.7214
7,0.7065
8,0.6927
9,0.68
10,0.669
11,0.6565
12,0.6443
13,0.6322
14,0.62
15,0.6076
16,0.5974
17,0.5846
18,0.5712
19,0.5573
20,0.5456
21,0.5355
22,0.5243
23,0.5125
24,0.5001
25,0.479
26,0.464
27,0.4462
28,0.422
29,0.391
