0.23996,0.00033213,21.879,0.32908,4.0366e-10
0.23939,0.00033001,21.998,0.33318,4.9717e-08
0.24154,0.00033269,21.969,0.32488,1.8019e-08
0.24431,0.00032904,21.998,0.32382,6.3111e-07
0.24215,0.00033276,21.998,0.3235,3.4529e-08
0.24194,0.00033152,21.997,0.32553,7.5431e-08
0.24371,0.00032968,21.881,0.32426,4.3952e-07
0.24187,0.0003317,21.998,0.32543,6.1693e-08
0.24044,0.00033258,21.652,0.32748,3.2322e-09
0.24176,0.00033042,21.997,0.32736,1.474e-07
0.24273,0.00032972,21.988,0.32619,3.1487e-07
0.24024,0.00033237,21.815,0.32813,1.6626e-09
0.24138,0.00033277,21.998,0.32512,1.3768e-08
0.24089,0.00032941,21.998,0.33054,1.8234e-07
0.23977,0.00033206,21.633,0.32969,9.5314e-11
0.2431,0.0003339,21.962,0.32014,5.2133e-08
0.23983,0.00033205,21.862,0.32948,1.4648e-10
0.2416,0.00033198,21.971,0.32566,3.7543e-08
0.24214,0.00033336,21.998,0.32273,2.7145e-08
0.24037,0.00033236,21.998,0.3278,2.1899e-09
0.242,0.00033145,21.815,0.32556,8.6304e-08
0.2422,0.00033091,21.998,0.32579,1.3599e-07
0.24131,0.00033255,21.998,0.32554,1.4211e-08
0.24026,0.00033201,21.998,0.32852,2.5579e-09
0.24077,0.00033269,21.996,0.3265,5.5626e-09
0.23992,0.00033218,21.603,0.32919,4.2544e-10
0.24162,0.00033313,21.998,0.32409,1.7057e-08
0.2406,0.00033186,21.998,0.32799,1.0146e-08
0.23973,0.00033189,21.879,0.32995,1.3235e-10
0.24075,0.00033234,21.997,0.32705,6.0871e-09
